date,close,day_of_week,month,year,returns,ma_7,ma_15,ma_30
2017-07-17,33433.412150158125,0,7,2017,0.013472801812067114,32763.166114900418,32713.485028137136,32391.812506269394
2017-07-18,33086.66774356005,1,7,2017,-0.010371194092925862,32806.737889904914,32744.985456256836,32463.8934178509
2017-07-19,32774.65986915311,2,7,2017,-0.009430018061207357,32758.649958032584,32772.64258879461,32508.910867762686
2017-07-20,33361.64330015498,3,7,2017,0.01790967269668986,32865.4861121475,32831.61809557239,32586.789790770985
2017-07-21,33370.2689247799,4,7,2017,0.00025854915320899785,33073.54332966252,32825.12857583638,32657.31378842315
2017-07-22,32677.071386343596,5,7,2017,-0.02077290836339507,33098.95454644451,32810.019122410806,32675.189939370914
2017-07-23,32493.310054307844,6,7,2017,-0.005623555730044694,33028.1476326368,32838.843230834435,32691.851572892847
2017-07-24,32430.748914177064,0,7,2017,-0.0019253544814676893,32884.91002749665,32810.8600332704,32670.749908650552
2017-07-25,31930.32176750413,1,7,2017,-0.015430638003372521,32719.717745202946,32764.456984285574,32648.33636977924
2017-07-26,33861.76655412484,2,7,2017,0.060489361826173926,32875.0187001989,32836.46373332533,32713.176689931362
2017-07-27,32497.35521701842,3,7,2017,-0.04029356634201409,32751.54897403654,32795.535721642584,32726.17840108271
2017-07-28,32912.57298120743,4,7,2017,0.012776970969365697,32686.163839240475,32815.45457229971,32744.80098755159
2017-07-29,32696.17102933482,5,7,2017,-0.006575054220044452,32688.89235966779,32867.608080777056,32743.34369043934
2017-07-30,33037.567037056615,6,7,2017,0.01044146751665509,32766.643357203335,32903.49969198952,32760.7692917137
2017-07-31,32733.19753579823,0,7,2017,-0.009212830379337178,32809.850303149215,32886.448964311945,32759.212693437934
2017-08-01,35419.64362584106,1,8,2017,0.08207099496176129,33308.3248543402,33018.86439602414,32866.17471208064
2017-08-02,34246.5397089139,2,8,2017,-0.03312015020024939,33363.2924478815,33096.189193714396,32920.587324985616
2017-08-03,34028.90586380882,3,8,2017,-0.0063549148893555785,33582.085397422976,33179.80559335811,32976.224091076365
2017-08-04,34242.09403057703,4,8,2017,0.006264913941736339,33772.01697590435,33238.50230871958,33035.060202145985
2017-08-05,35498.34566681692,5,8,2017,0.03668734847577082,34172.327638401795,33380.37409152205,33102.75133367921
2017-08-06,34815.93401376332,6,8,2017,-0.019223759311451594,34426.38006364561,33522.96493335003,33166.49202788042
2017-08-07,34512.81964945216,0,8,2017,-0.008706196541828581,34680.6117941676,33657.59890635965,33248.221068597035
2017-08-08,35038.65342762124,1,8,2017,0.015235897371179474,34626.184622993336,33831.45920725593,33321.15962026316
2017-08-09,35547.53124298376,2,8,2017,0.014523326828575156,34812.04055643189,34072.60650562124,33418.531744953405
2017-08-10,34429.58627267553,3,8,2017,-0.03144929988714429,34869.280614841424,34110.461153524615,33473.46244342497
2017-08-11,35848.42056806274,4,8,2017,0.041209739906553855,35098.75583448224,34333.865510260905,33564.70061595175
2017-08-12,34822.67507830365,5,8,2017,-0.02861340816428959,35002.231464694625,34461.20565006732,33638.33011118352
2017-08-13,34692.84585133957,6,8,2017,-0.0037282956197978168,34984.64744149124,34594.31730486763,33730.962692822344
2017-08-14,34863.97404875333,0,8,2017,0.004932665315121598,35034.81235567712,34716.077772314085,33809.7887321518
2017-08-15,34267.680368961424,1,8,2017,-0.01710343401925596,34924.67334729714,34818.37662785829,33852.412796085126
2017-08-16,34797.75884455354,2,8,2017,0.015468758605331256,34817.563004664255,34776.917642439126,33897.89101923163
2017-08-17,35685.32491549431,3,8,2017,0.025506414792563437,34996.95423935265,34872.836656211155,33984.51292496277
2017-08-18,34611.43344264263,4,8,2017,-0.030093364019936564,34820.241792864064,34911.67182813341,34045.73871074576
2017-08-19,35661.50017007318,5,8,2017,0.03033872402802107,34940.07394883114,35006.29890409982,34122.4006064097
2017-08-20,34787.72405216319,6,8,2017,-0.02450194505959835,34953.62797752023,34958.92412978957,34169.64911065581
2017-08-21,34990.58492168473,0,8,2017,0.005831392396276058,34971.715245081854,34970.56752365099,34246.76622850051
2017-08-22,35157.71195379621,1,8,2017,0.004776342907257591,35098.86261434397,35013.560343940604,34335.57962515012
2017-08-23,35346.143601694064,2,8,2017,0.005359610663671299,35177.20329393547,35034.05968887879,34432.75944806736
2017-08-24,35659.39258115117,3,8,2017,0.008862324076624128,35173.4986747436,35041.51711142329,34557.06180852226
2017-08-25,34555.55408020931,4,8,2017,-0.03095505618694494,35165.51590868169,35049.91496525887,34580.188059391745
2017-08-26,35182.28065525224,5,8,2017,0.018136782688773945,35097.05597799299,35005.50563773817,34669.68557399954
2017-08-27,34641.18804904534,6,8,2017,-0.015379691029953735,35076.12226326187,34993.40650245429,34727.3060762608
2017-08-28,35053.92860694406,0,8,2017,0.01191473448642566,35085.171361156055,35017.478686161245,34805.89799551444
2017-08-29,35978.38093589901,1,8,2017,0.026372288804508592,35202.40978717074,35091.77247863763,34903.92512547586
2017-08-30,35863.013351042435,2,8,2017,-0.003206580781445423,35276.24832279194,35198.12801077636,35008.252319317326
2017-08-31,34439.54351743672,3,8,2017,-0.039691863583023124,35101.98417083273,35174.246988968574,34975.58231570385
2017-09-01,34383.624587714316,4,9,2017,-0.0016236838242090768,35077.422814762016,35087.466967116576,34980.15181166386
2017-09-02,34733.5747160913,5,9,2017,0.01017781378703253,35013.321966310454,35095.60971867982,35003.64077340661
2017-09-03,34954.18714779223,6,9,2017,0.006351561378412418,35058.036123274294,35048.45551719442,35027.37721064712
2017-09-04,34431.74270424483,0,9,2017,-0.014946548215766464,34969.15242288869,35024.7234273332,34991.82377856139
2017-09-05,35061.69942615701,1,9,2017,0.018295812887638485,34838.197921496976,35029.46439429802,35000.01595897451
2017-09-06,35193.52003490213,2,9,2017,0.0037596753980151387,34742.55601919122,35031.85159970508,35022.70597182284
2017-09-07,34974.74367385112,3,9,2017,-0.006216381903090373,34819.013184393276,35007.09160451555,35020.57564669717
2017-09-08,35532.8389678454,4,9,2017,0.015957094616580125,34983.18666726915,34998.65469696183,35020.08590419256
2017-09-09,34690.51723579064,5,9,2017,-0.023705444217868243,34977.035598654766,35007.65224066725,35028.78360296306
2017-09-10,34550.02260486437,6,9,2017,-0.004049943388601984,34919.297806807925,34965.501703974725,34985.50367085645
2017-09-11,35486.26686524071,0,9,2017,0.027098224249628267,35069.94411552163,35021.840291721084,35007.62339708768
2017-09-12,35571.83861753397,1,9,2017,0.002411404744776968,35142.82114286119,35056.36762576041,35036.92315596083
2017-09-13,36201.504896495164,2,9,2017,0.017701257608056853,35286.81898023163,35071.24255646682,35081.50751755223
2017-09-14,35223.9102489957,3,9,2017,-0.027004254389272897,35322.41420525227,35028.63568299705,35113.3818468867
2017-09-15,35265.49520963507,4,9,2017,0.0011805889904159539,35284.222239793664,35083.6991291436,35128.97305905609
2017-09-16,36552.535559144,5,9,2017,0.03649574015218415,35550.22485741557,35228.29319390558,35157.88008051107
2017-09-17,36875.82412665763,6,9,2017,0.00884449088328032,35882.48221767175,35371.10982127666,35233.35976997824
2017-09-18,36660.21919107941,0,9,2017,-0.005846782836301578,36050.189692791566,35484.845290829144,35266.65040401179
2017-09-19,35517.702301580386,1,9,2017,-0.031165031598530013,36042.45593336962,35557.24259731818,35290.98301232569
2017-09-20,36150.583567287635,2,9,2017,0.017818755851193968,36035.18145776855,35629.83487339355,35329.64963384579
2017-09-21,35471.58854465397,3,9,2017,-0.018782408349504065,36070.56407143402,35648.37277404368,35340.11218687438
2017-09-22,34996.453701262195,4,9,2017,-0.013394800258061279,36032.12957023789,35649.82010920442,35328.45585685998
2017-09-23,36408.78635468172,5,9,2017,0.04035645055569104,36011.59396960042,35708.21660166017,35353.435649311
2017-09-24,35008.970885949224,6,9,2017,-0.03844718840930261,35744.90064949922,35729.44684500408,35368.549542835666
2017-09-25,35971.93050889818,0,9,2017,0.027506081972133556,35646.5736949019,35824.240705273,35394.87120462386
2017-09-26,35524.90251249344,1,9,2017,-0.012427133881351082,35647.60229646091,35826.816415089845,35424.328353405464
2017-09-27,35776.24743520084,2,9,2017,0.0070751755791309545,35594.12570616279,35840.44366960097,35448.405647680695
2017-09-28,36579.765846938455,3,9,2017,0.022459549822629432,35752.43674934629,35865.661066297194,35468.45181138201
2017-09-29,37109.090574205446,4,9,2017,0.014470424154212846,36054.242016909615,35991.33975464451,35509.987718820776
2017-09-30,37008.26432834609,5,9,2017,-0.0027170228183774903,36139.8817274331,36107.52436255858,35595.611745851085
2017-10-01,38503.523124151936,6,10,2017,0.04040337537960581,36639.10347574777,36237.59020022577,35732.941697065675
2017-10-02,38143.698109482604,0,10,2017,-0.009345249096013863,36949.35599011697,36322.1151324141,35846.61247684538
2017-10-03,38306.0653805778,1,10,2017,0.004256725989943533,37346.66497127188,36431.83821171399,35958.341751271575
2017-10-04,38012.3395597977,2,10,2017,-0.007667867160510489,37666.106703357145,36598.147362261814,36077.694979789994
2017-10-05,36864.11703039383,3,10,2017,-0.03020657351536038,37706.72830099363,36645.716259802226,36137.7755665979
2017-10-06,37300.866115798424,4,10,2017,0.011847539574717292,37734.124806935484,36767.66809787853,36208.020435961094
2017-10-07,36788.24646802795,5,10,2017,-0.01374283498348472,37702.69368403289,36887.12094899624,36268.47052910033
2017-10-08,38181.549588111324,6,10,2017,0.03787359425500947,37656.69746459852,37005.305164558216,36356.76088310919
2017-10-09,38296.96994722282,0,10,2017,0.003022935432338558,37678.59344141855,37224.50510197646,36476.97597349026
2017-10-10,36233.84486878477,1,10,2017,-0.053871757511919194,37382.56193973382,37241.96605930223,36533.10338228761
2017-10-11,37479.48860717774,2,10,2017,0.034377906703080274,37306.440375073835,37372.27179894785,36599.544107018846
2017-10-12,37828.00607838503,3,10,2017,0.009298885447987404,37444.13881050115,37509.05570849346,36674.74968904722
2017-10-13,36736.27224774528,4,10,2017,-0.028860464608616243,37363.48254363641,37519.489468547246,36692.57526742222
2017-10-14,37532.49223197433,5,10,2017,0.021673946089560525,37469.80336705733,37547.71624573184,36769.52800018817
2017-10-15,38113.74299184549,6,10,2017,0.01548660174972305,37460.116710447925,37621.414823298466,36864.46959292852
2017-10-16,36303.063761671816,0,10,2017,-0.047507252975942826,37175.27296965492,37474.71753246645,36856.15386634612
2017-10-17,37715.766740253755,1,10,2017,0.03891415302731138,37386.97609415049,37446.18877451787,36884.15195346598
2017-10-18,37467.026156986205,2,10,2017,-0.006595135264798158,37385.19574412313,37390.25282627843,36911.045518996216
2017-10-19,38255.386816056794,3,10,2017,0.02104145271010749,37446.25013521909,37406.4559766957,37002.30166947876
2017-10-20,38602.207753440074,4,10,2017,0.009065937277040081,37712.81235031835,37522.32869156545,37084.02247568384
2017-10-21,38670.88680067896,5,10,2017,0.0017791481688704813,37875.440145847584,37613.663403890816,37190.66575088468
2017-10-22,37415.83442415906,6,10,2017,-0.03245470896462266,37775.73892189238,37655.50260096623,37271.31177498123
2017-10-23,38681.903637546486,0,10,2017,0.03383779174973944,38115.57318987448,37688.859537595235,37347.08235107673
2017-10-24,38717.859560108656,1,10,2017,0.0009295282594952159,38258.72930699661,37716.91884512096,37470.711973548714
2017-10-25,37408.45623310501,2,10,2017,-0.03381910420359946,38250.36217501358,37795.22626940898,37518.59616435561
2017-10-26,37847.574552551356,3,10,2017,0.011738477437027717,38192.10328022709,37819.76533243389,37596.018565690865
2017-10-27,36489.92200393627,4,10,2017,-0.035871586611976536,37890.348173155115,37730.55972747064,37619.807717982054
2017-10-28,37690.553212739076,5,10,2017,0.03290309057589358,37750.30051773513,37794.178458470225,37656.83396350873
2017-10-29,36725.6827772601,6,10,2017,-0.025599794994594416,37651.707425320994,37740.39116148928,37644.05370361056
2017-10-30,36346.258513287605,0,10,2017,-0.010331305922171463,37318.04383614116,37622.55886291875,37621.9868431086
2017-10-31,36726.27078284144,1,10,2017,0.010455333921506993,37033.53115367441,37650.772664330056,37562.74509839826
2017-11-01,37450.73542365804,2,11,2017,0.019726060538525214,37039.571038039125,37633.103909890335,37539.646342204105
2017-11-02,37064.950184884394,3,11,2017,-0.010301139200859177,36927.76755694385,37606.29884508356,37498.27583568099
2017-11-03,37919.147550077956,4,11,2017,0.023045960157310974,37131.942634964085,37583.8828940183,37495.169435357006
2017-11-04,36870.800103043766,5,11,2017,-0.027646914943161294,37014.83504786476,37468.45571732521,37495.39220444533
2017-11-05,37328.57392638296,6,11,2017,0.012415619462009087,37100.962354882315,37378.968192372144,37496.31579813149
2017-11-06,37929.80233353388,0,11,2017,0.01610638564271505,37327.18290063178,37413.2327196638,37534.367660315016
2017-11-07,38234.45403569486,1,11,2017,0.008031987603890789,37542.63765103941,37383.40274620703,37536.13114190113
2017-11-08,37366.145430384,2,11,2017,-0.022710108649654615,37530.553366285974,37293.28847089205,37505.103658006505
2017-11-09,38200.88859869997,3,11,2017,0.02233955787254427,37692.83028254534,37346.117295265045,37570.67178233701
2017-11-10,38779.965016861766,4,11,2017,0.015158715920066568,37815.8042063716,37408.2766595524,37614.020995993145
2017-11-11,38355.84593499964,5,11,2017,-0.010936551430041686,38027.95361093672,37532.671588289966,37631.6156578803
2017-11-12,37284.89945123923,6,11,2017,-0.027921336569536437,38021.71440020191,37505.62800418997,37649.9032313301
2017-11-13,36761.4163803203,0,11,2017,-0.01404008267753376,37854.80212117139,37508.01024439398,37624.200702941635
2017-11-14,38389.61980265148,1,11,2017,0.04429109600909786,37876.968659308055,37644.23433035158,37633.39659663516
2017-11-15,36742.84882461495,2,11,2017,-0.04289625650115958,37787.92628705533,37645.33953313647,37648.056098733265
2017-11-16,38981.92950321135,3,11,2017,0.060939223555697364,37899.50355912839,37747.41913844003,37690.26152416519
2017-11-17,38155.20088793608,4,11,2017,-0.021207996264196338,37810.25154071044,37820.10251864348,37713.20068186351
2017-11-18,38650.09049776976,5,11,2017,0.01297043648878149,37852.28647824902,37868.832048489596,37726.35747125395
2017-11-19,38653.41003945511,6,11,2017,8.58870352593577e-05,38047.78799085129,37987.672710917024,37728.064214121114
2017-11-20,39498.02453276061,0,11,2017,0.021850969744800386,38438.732012628476,38132.3027513422,37755.635471857175
2017-11-21,37739.73816908041,1,11,2017,-0.044515805144174636,38345.89177926118,38119.6318070453,37766.43226335455
2017-11-22,39224.308834046526,2,11,2017,0.03933706848508023,38700.38606632284,38185.622126935414,37784.51243657122
2017-11-23,38488.740593882496,3,11,2017,-0.018752866832558723,38629.93050784728,38260.46180450198,37776.87513769701
2017-11-24,38832.815239597934,4,11,2017,0.008939618194993004,38726.732558084695,38302.59024722851,37824.35377124677
2017-11-25,39395.871215332576,5,11,2017,0.014499488956970952,38833.27266059367,38343.6506604599,37875.96366000615
2017-11-26,39933.451939519706,6,11,2017,0.013645610760802507,39016.13578917432,38448.82439409457,37990.747991192264
2017-11-27,39867.1048226458,0,11,2017,-0.0016614420655242101,39068.86154487221,38620.971418855006,38063.29971152249
2017-11-28,39639.06652613159,1,11,2017,-0.005719961294623044,39340.194167308095,38812.81476190909,38160.412503151536
2017-11-29,38797.75810080814,2,11,2017,-0.02122422395514345,39279.25834827404,38840.0239817862,38242.12915606889
2017-11-30,38963.627893010256,3,11,2017,0.004275241671725993,39347.09939100657,38988.07591967922,38316.70772640785
2017-12-01,39746.11203128839,4,12,2017,0.020082425086974443,39477.570361248065,39039.02142155103,38393.220279995534
2017-12-02,38172.430515977656,5,12,2017,-0.03959334472946485,39302.793118483074,39040.17006342046,38430.13629103197
2017-12-03,38084.273928718605,6,12,2017,-0.002309430813480784,39038.624831225774,39002.448958817055,38435.640503653325
2017-12-04,38403.76969260498,0,12,2017,0.008389178286144272,38829.57695550566,38985.806269027045,38486.73948997203
2017-12-05,38253.013694446985,1,12,2017,-0.003925552084201422,38631.56940812215,38902.8055464728,38517.554148907504
2017-12-06,38262.778341487836,2,12,2017,0.00025526477779891366,38555.14372821924,38937.67489129997,38528.65334917264
2017-12-07,38125.63045320519,3,12,2017,-0.0035843682614636885,38435.42980824709,38864.42966591054,38525.02589642298
2017-12-08,38171.498494343425,4,12,2017,0.001203076266359293,38210.485017254956,38843.280192607934,38551.870998554965
2017-12-09,37562.452148326774,5,12,2017,-0.01595552624445451,38123.34525044768,38758.589319856525,38530.58978354252
2017-12-10,39009.113162872614,6,12,2017,0.03851348705439306,38255.465141041124,38732.80544969253,38538.228055076215
2017-12-11,37486.96598412677,0,12,2017,-0.039020296933962695,38124.49318268708,38569.70638599967,38509.26539004712
2017-12-12,38025.391772514115,1,12,2017,0.014363013230127342,38091.9757652681,38446.92551599089,38533.94846742295
2017-12-13,38507.14611792983,2,12,2017,0.012669280261405236,38126.88544761696,38371.464155444104,38592.1394586766
2017-12-14,37785.99196447714,3,12,2017,-0.018727800581328946,38078.36566351295,38304.0130796887,38572.018530737456
2017-12-15,39322.64633461517,4,12,2017,0.040667302623222046,38242.81535498035,38327.947642462364,38658.011781070796
2017-12-16,38821.354048043184,5,12,2017,-0.01274818287422097,38422.65848351126,38266.297110246014,38652.659265898525
2017-12-17,37833.17087620709,6,12,2017,-0.025454629187152245,38254.66672827333,38243.67980092798,38641.924932174225
2017-12-18,38485.98023661533,0,12,2017,0.01725494705543662,38397.383050057404,38270.46022145443,38636.45459013574
2017-12-19,39379.67627889228,1,12,2017,0.023221340259035106,38590.852265254296,38335.52066054024,38660.66346478365
2017-12-20,39637.69520124,2,12,2017,0.006552083377232343,38752.35927715574,38427.832760993115,38665.319153732955
2017-12-21,38924.334387021954,3,12,2017,-0.017997030619371857,38914.97962323357,38471.93649736206,38704.805694331015
2017-12-22,38887.51664393768,4,12,2017,-0.0009458798374867294,38852.818238851076,38522.72891007756,38693.57928799405
2017-12-23,38320.32155083757,5,12,2017,-0.01458553134913354,38781.2421678217,38532.65044717716,38687.965319892544
2017-12-24,40375.74168108397,6,12,2017,0.053637862289844795,39144.46656851839,38720.203082694316,38739.39620127542
2017-12-25,38285.13955224616,0,12,2017,-0.051778668125798344,39115.775042179936,38671.938175319214,38702.37181250587
2017-12-26,39824.639726420755,1,12,2017,0.04021142908657027,39179.34124896973,38827.78309147214,38698.74473873591
2017-12-27,39151.84891712079,2,12,2017,-0.01689383291152835,39109.9346369527,38902.880234445925,38674.90287521841
2017-12-28,39314.820679190656,3,12,2017,0.0041625559603801765,39165.71839297679,38956.72520519665,38664.09468032038
2017-12-29,38728.89135849522,4,12,2017,-0.014903522655657753,39143.05763791358,39019.585164797856,38661.79912224328
2017-12-30,38747.630438961554,5,12,2017,0.00048385274685180946,39204.101764788444,38981.25077175428,38654.599207108324
2017-12-31,38082.42058563318,6,12,2017,-0.017167755699958653,38876.484465438334,38931.98854092695,38599.14282558648
2018-01-01,35085.50946233207,0,1,2018,-0.07869539480984877,38419.394452593464,38748.81111333529,38496.245457131634
2018-01-02,35261.981137752235,1,1,2018,0.005029759525357003,37767.58608278368,38533.87784007774,38402.16903076608
2018-01-03,35980.97021324484,2,1,2018,0.02038992286575847,37314.60341080139,38307.29743570124,38321.409048120746
2018-01-04,35176.32938309737,3,1,2018,-0.02236295534496935,36723.39036850235,38009.87304782507,38218.85290440909
2018-01-05,34951.458169516925,4,1,2018,-0.006392685579311719,36183.75705579117,37745.01463332473,38108.47556534339
2018-01-06,36430.66938448214,5,1,2018,0.04232187417735034,35852.762619436966,37581.2248160277,38051.97686305263
2018-01-07,36365.94889159282,6,1,2018,-0.0017765386687318419,35607.5523774312,37450.93330541138,37991.79187629427
2018-01-08,36738.177080179375,0,1,2018,0.010235624256530906,35843.647751409386,37208.42899868441,37964.31604068936
2018-01-09,36683.531180291386,1,1,2018,-0.001487441790286148,36046.72632891498,37101.65510722075,37886.79664126998
2018-01-10,35563.63938961749,2,1,2018,-0.030528462082068275,35987.10763982536,36817.58841810053,37822.68575478635
2018-01-11,35733.61142952465,3,1,2018,0.004779376993592432,36066.71936074354,36589.70591892746,37746.29307668669
2018-01-12,36065.474553804794,4,1,2018,0.009287142021305428,36225.86455849895,36373.082843901735,37664.90402454919
2018-01-13,35999.895489976414,5,1,2018,-0.0018183335902192121,36164.32543071242,36191.14978600048,37605.367475399165
2018-01-14,35148.09674141872,6,1,2018,-0.023661145038458953,35990.34655211612,35951.18087283096,37466.21582229262
2018-01-15,36135.12789918701,0,1,2018,0.028082065581809257,35904.19666911721,35821.36136040122,37376.67495066408
2018-01-16,35734.329353856476,1,1,2018,-0.011091659795662512,35768.59640819793,35864.616019836176,37306.71356658573
2018-01-17,35654.13002824667,2,1,2018,-0.0022443215546495976,35781.523642287815,35890.75927920247,37212.31855964011
2018-01-18,35951.89789613494,3,1,2018,0.008351567340231458,35812.70742323215,35888.821124728485,37098.05928021486
2018-01-19,36128.92146073534,4,1,2018,0.004923900404696813,35821.77126707936,35952.327263237676,36981.10015553138
2018-01-20,36203.79277812806,5,1,2018,0.0020723374616673507,35850.89945110103,36035.81623714509,36890.41543523491
2018-01-21,35155.61929267826,6,1,2018,-0.028952035270819354,35851.97410128097,35950.812897691496,36766.0188568596
2018-01-22,36386.58012458332,0,1,2018,0.03501462516296594,35887.89584776615,35952.1883132242,36701.56080931779
2018-01-23,35499.25205242169,1,1,2018,-0.024386135468723036,35854.31337613262,35869.59331137368,36539.011155029046
2018-01-24,35372.55451181556,2,1,2018,-0.003569020001295775,35814.08830235674,35782.194866808626,36441.924987014696
2018-01-25,36841.048144338834,3,1,2018,0.04151505744468498,35941.10976638587,35867.35545045672,36342.47193427863
2018-01-26,37001.635023282426,4,1,2018,0.004358911785420139,36065.78313246402,35951.890356707234,36270.79813781734
2018-01-27,37237.025908612006,5,1,2018,0.006361634700235985,36213.3878653903,36029.99378036105,36201.53831213139
2018-01-28,37055.33456697882,6,1,2018,-0.0048793193655986,36484.77576171895,36100.356385494546,36145.753085747514
2018-01-29,37294.4341245434,0,1,2018,0.006452500304170661,36614.469190284675,36243.44554436952,36097.313208600244
2018-01-30,36802.28076500352,1,1,2018,-0.0131964292016431,36800.61614922494,36287.92240209062,36054.641881245916
2018-01-31,35785.05629820557,2,1,2018,-0.027640256137746233,36859.544975852084,36291.30419838056,36077.96010910837
2018-02-01,36443.43998452376,3,2,2018,0.018398285609269927,36802.74381016421,36343.92486213237,36117.342070667415
2018-02-02,36764.26919271484,4,2,2018,0.008803483104979248,36768.83440579742,36398.08294857103,36143.45203664975
2018-02-03,36040.244648199805,5,2,2018,-0.019693701531771746,36597.86565430996,36392.171161068654,36172.24921215317
2018-02-04,36708.15795175758,6,2,2018,0.018532429790016458,36548.268994992635,36425.79550597729,36230.80587156119
2018-02-05,36229.49524469768,0,2,2018,-0.01303968201534289,36396.1348693004,36497.38723611192,36224.100066901716
2018-02-06,35743.29589003336,1,2,2018,-0.01341998698520308,36244.85131573323,36454.501620475254,36203.34496684973
2018-02-07,36013.47586291343,2,2,2018,0.007558899260753593,36277.48268212006,36488.78320784137,36179.18825960753
2018-02-08,37157.818851570584,3,2,2018,0.03177541076604595,36379.5368059839,36607.80083049171,36194.99784865017
2018-02-09,36131.88585779489,4,2,2018,-0.027610151119845106,36289.19632956677,36560.52334472211,36213.93939758941
2018-02-10,37664.86704241773,5,2,2018,0.04242737815170328,36521.28524302647,36604.73881266446,36278.314584685846
2018-02-11,36889.14253405275,6,2,2018,-0.0205954399757039,36547.14018335435,36581.54658769385,36305.770184027446
2018-02-12,37076.70304362451,0,2,2018,0.005084436684821947,36668.16986891532,36582.97115280356,36341.663769149054
2018-02-13,37187.734004564256,1,2,2018,0.002994628751351147,36874.51817099116,36575.857811471615,36409.65167792057
2018-02-14,37952.87926325805,2,2,2018,0.02057520521685685,37151.57579961183,36652.56437802192,36470.243390056276
2018-02-15,36573.270520476144,3,2,2018,-0.03635056864098052,37068.06889516976,36705.11199283996,36498.20809561026
2018-02-16,36703.566091102424,4,2,2018,0.0035625900766333984,37149.737499927985,36722.45373327853,36533.189297705445
2018-02-17,37184.31674398855,5,2,2018,0.01309820009567586,37081.08745729524,36750.45690336345,36574.26992596724
2018-02-18,36427.25660686919,6,2,2018,-0.020359662444026316,37015.10375341187,36776.25770060808,36584.214430838365
2018-02-19,37153.42657242095,0,2,2018,0.01993479699524836,37026.06425752565,36805.94227531897,36615.86889064813
2018-02-20,36842.00803679814,1,2,2018,-0.008381960006186073,36976.67483355907,36846.776461459,36672.08184878546
2018-02-21,37114.08922243617,2,2,2018,0.007385080242267694,36856.84768487023,36938.162683619186,36696.33215204722
2018-02-22,37024.10713641091,3,2,2018,-0.002424472428407709,36921.25291571805,37005.538101852355,36747.160654846855
2018-02-23,37173.23271333301,4,2,2018,0.004027796710199372,36988.34814746527,37006.56569263651,36807.18326156411
2018-02-24,36941.25611226309,5,2,2018,-0.006240420435285943,36953.62520007592,37060.52370960105,36810.52352716158
2018-02-25,37535.36280207973,6,2,2018,0.01608247126224338,37111.926085106,37051.89009357852,36828.31445312149
2018-02-26,37132.77168975026,0,2,2018,-0.010725648622401662,37108.97538758162,37068.13203729169,36824.83931249277
2018-02-27,37271.1502213749,1,2,2018,0.0037265877371290834,37170.28141394972,37081.09518247505,36832.0331676393
2018-02-28,36823.947872618286,2,2,2018,-0.011998619471103478,37128.832649690026,37056.84277367866,36816.35029257513
2018-03-01,37816.186569713056,3,3,2018,0.02694547310698825,37241.986854447474,37047.72992744232,36850.14715273212
2018-03-02,36730.678390568195,4,3,2018,-0.02870485571419945,37178.764808338216,37058.223785448456,36881.6678891442
2018-03-03,37758.50060682464,5,3,2018,0.027982663574228184,37295.51402184701,37128.55275316327,36925.5032432209
2018-03-04,38205.80217700811,6,3,2018,0.011846380629389364,37391.291075408204,37196.651782031244,36973.55434269735
2018-03-05,36598.01073038683,0,3,2018,-0.042082389454155655,37314.896652642004,37208.03539026575,36992.14654543691
2018-03-06,38234.287601883654,1,3,2018,0.04470944837824886,37452.48770700039,37280.09279222993,37043.01753377445
2018-03-07,36880.133799341565,2,3,2018,-0.03541726255350375,37460.51426796086,37282.63450973283,37064.70548559591
2018-03-08,37304.26387293297,3,3,2018,0.011500231422668428,37387.38245413514,37295.312819765946,37116.73775169256
2018-03-09,37629.775272585524,4,3,2018,0.008725849698075328,37515.8248658519,37335.69069551092,37170.61439868164
2018-03-10,36325.5993302252,5,3,2018,-0.03465808479888677,37311.12468348055,37279.181803303734,37142.87374797012
2018-03-11,37547.458010857656,6,3,2018,0.033636297904541035,37217.07551688763,37319.59526321004,37190.059486405546
2018-03-12,37807.423275402376,0,3,2018,0.006923644856851485,37389.84873760414,37337.732628098216,37194.81136083837
2018-03-13,36906.66725830607,1,3,2018,-0.023824845468438438,37200.18868852162,37322.65899933527,37195.39551831348
2018-03-14,36173.93535375334,2,3,2018,-0.019853645939483355,37099.303196294735,37249.51134149383,37165.303261984445
2018-03-15,37066.34644450774,3,3,2018,0.024670002918601552,37065.31499223399,37265.67124628647,37161.25700998256
2018-03-16,37716.84608317239,4,3,2018,0.01754960229594027,37077.753679460686,37259.04854718375,37153.38923731304
2018-03-17,38079.44846464473,5,3,2018,0.009613804417069716,37328.30355580633,37348.96655212218,37203.595168785316
2018-03-18,37371.88435554975,6,3,2018,-0.01858125938331079,37303.22160504806,37323.19213537053,37225.872444266904
2018-03-19,37454.976860661154,0,3,2018,0.0022233961852411444,37252.87211722788,37273.13711428073,37234.89444815599
2018-03-20,37452.323605013546,1,3,2018,-7.083853388778483e-05,37330.82302390038,37330.09130592251,37269.06334809413
2018-03-21,37338.656117145954,2,3,2018,-0.003034991608701576,37497.211704385045,37270.382540273335,37275.237666251625
2018-03-22,37301.75427584768,3,3,2018,-0.0009883012710072414,37530.84139457646,37298.490572040406,37290.56254088661
2018-03-23,36854.420789878466,4,3,2018,-0.011992290836006392,37407.637781248755,37268.501033170105,37281.90692646803
2018-03-24,37838.070130562584,5,3,2018,0.026690131593501087,37373.15516209416,37282.38735703524,37309.03902627308
